,trainidx,testidx,validx,nfidx
22114,mp-27986,,,
22115,mp-631411,,,
22116,mp-1623,,,
22117,mp-1219970,,,
22118,mp-978917,,,
22119,mp-603347,,,
22120,mp-7107,,,
22121,mp-569376,,,
22122,mp-557840,,,
22123,mp-1068843,,,
22124,mp-1025077,,,
22125,mp-989544,,,
22126,mp-581941,,,
22127,mvc-6056,,,
22128,mp-569167,,,
22129,mp-1216841,,,
22130,mp-1078963,,,
22131,mp-31420,,,
22132,mp-999072,,,
22133,mp-2827,,,
22134,mp-1029349,,,
22135,mp-1064719,,,
22136,mp-23426,,,
22137,mp-6986,,,
22138,mp-1114058,,,
22139,mp-4376,,,
22140,mp-983407,,,
22141,mp-541282,,,
22142,mp-1018074,,,
22143,mp-642844,,,
22144,mp-1716,,,
22145,mvc-2348,,,
22146,mp-18032,,,
22147,mp-12979,,,
22148,mp-631565,,,
22149,mp-1147756,,,
22150,mp-3258,,,
22151,mp-644486,,,
22152,mp-1190656,,,
22153,mp-756297,,,
22154,mp-721312,,,
22155,mp-753942,,,
22156,mp-1066523,,,
22157,mp-18108,,,
22158,mp-1079322,,,
22159,mp-1226726,,,
22160,mp-29232,,,
22161,mp-1112635,,,
22162,mp-1079029,,,
22163,mp-558544,,,
22164,mp-19783,,,
22165,mp-555108,,,
22166,mp-1184571,,,
22167,mp-1186694,,,
22168,mp-17832,,,
22169,mp-1194136,,,
22170,mp-1078582,,,
22171,mp-631520,,,
22172,mp-1187423,,,
22173,mp-1220685,,,
22174,mp-865464,,,
22175,mp-703531,,,
22176,mp-1191538,,,
22177,mp-1066029,,,
22178,mp-1216390,,,
22179,mp-1078349,,,
22180,mp-7049,,,
22181,mp-974326,,,
22182,mp-571634,,,
22183,mp-1191215,,,
22184,mp-29432,,,
22185,mp-1186818,,,
22186,mp-1186047,,,
22187,mp-1091394,,,
22188,mp-567377,,,
22189,mp-1147625,,,
22190,mp-1186871,,,
22191,mp-1187784,,,
22192,mp-1220315,,,
22193,mp-1087218,,,
22194,mp-559611,,,
22195,mp-1215845,,,
22196,mp-29379,,,
22197,mp-30056,,,
22198,mp-20733,,,
22199,mp-555037,,,
22200,mp-1080096,,,
22201,mp-1187327,,,
22202,mp-1178160,,,
22203,mp-1078389,,,
22204,mp-542454,,,
22205,mp-1181447,,,
22206,mp-27865,,,
22207,mp-4324,,,
22208,mp-1625,,,
22209,mp-867671,,,
22210,mp-976802,,,
22211,mp-8684,,,
22212,mp-571539,,,
22213,mp-862735,,,
22214,mp-989514,,,
22215,mp-13342,,,
22216,mp-28660,,,
22217,mp-1215908,,,
22218,mp-1187319,,,
22219,mp-973395,,,
22220,mp-1184499,,,
22221,mp-752684,,,
22222,mp-1077772,,,
22223,mp-1019595,,,
22224,mp-2067,,,
22225,mp-976247,,,
22226,mp-1222005,,,
22227,mp-625055,,,
22228,mp-558690,,,
22229,mp-16275,,,
22230,mp-1029374,,,
22231,mp-1206007,,,
22232,mp-1187685,,,
22233,mp-1078012,,,
22234,mp-554918,,,
22235,mp-1079958,,,
22236,mp-684956,,,
22237,mp-11295,,,
22238,mp-1027761,,,
22239,mp-545847,,,
22240,mp-571102,,,
22241,mp-16646,,,
22242,mp-1217889,,,
22243,mp-1183758,,,
22244,mp-1205674,,,
22245,mp-976357,,,
22246,mp-1102228,,,
22247,mp-18658,,,
22248,mp-1184108,,,
22249,mp-1184581,,,
22250,mp-8314,,,
22251,mp-36225,,,
22252,mp-12718,,,
22253,mp-28473,,,
22254,mp-1185085,,,
22255,mp-1207007,,,
22256,mp-21105,,,
22257,mp-20803,,,
22258,mp-12444,,,
22259,mp-510460,,,
22260,mp-999197,,,
22261,mp-973185,,,
22262,mp-16652,,,
22263,mp-851,,,
22264,mp-16472,,,
22265,mp-1101817,,,
22266,mp-1076992,,,
22267,mp-1095168,,,
22268,mp-1186414,,,
22269,mp-1206260,,,
22270,mp-505805,,,
22271,mp-1192970,,,
22272,mp-631544,,,
22273,mp-865445,,,
22274,mp-20802,,,
22275,mp-996953,,,
22276,mp-1105094,,,
22277,mp-1190512,,,
22278,mp-571222,,,
22279,mp-644311,,,
22280,mp-1187957,,,
22281,mp-712,,,
22282,mp-29645,,,
22283,mp-1103985,,,
22284,mp-1183998,,,
22285,mp-557142,,,
22286,mp-1187885,,,
22287,mp-1009592,,,
22288,mp-8432,,,
22289,mp-1206858,,,
22290,mp-974779,,,
22291,mp-755328,,,
22292,mp-558603,,,
22293,mp-1019598,,,
22294,mp-1221252,,,
22295,mp-29580,,,
22296,mp-11242,,,
22297,mp-1188357,,,
22298,mp-19979,,,
22299,mp-976931,,,
22300,mp-21484,,,
22301,mp-1078253,,,
22302,mp-568662,,,
22303,mp-10731,,,
22304,mp-7895,,,
22305,mp-754126,,,
22306,mp-1186459,,,
22307,mp-556058,,,
22308,mp-567330,,,
22309,mp-9090,,,
22310,mp-1092296,,,
22311,mp-568437,,,
22312,mp-1226001,,,
22313,mp-542642,,,
22314,mp-643043,,,
22315,mp-23966,,,
22316,mp-24657,,,
22317,mp-4851,,,
22318,mp-1104287,,,
22319,mp-1187228,,,
22320,mp-1080803,,,
22321,mp-22375,,,
22322,mp-672368,,,
22323,mp-6121,,,
22324,mp-1227350,,,
22325,mp-862691,,,
22326,mp-557992,,,
22327,mp-570796,,,
22328,mp-557171,,,
22329,mp-1018660,,,
22330,mp-29594,,,
22331,mp-23582,,,
22332,mp-1106024,,,
22333,mp-1065844,,,
22334,mp-22037,,,
22335,mp-24286,,,
22336,mp-1183190,,,
22337,mp-1213726,,,
22338,mp-8957,,,
22339,mp-624307,,,
22340,mp-6250,,,
22341,mp-989573,,,
22342,mp-1186650,,,
22343,mp-21068,,,
22344,mp-1224218,,,
22345,mp-894,,,
22346,mp-644389,,,
22347,mp-30334,,,
22348,mp-1220403,,,
22349,mp-1188358,,,
22350,mp-1021666,,,
22351,mp-1183931,,,
22352,mp-988940,,,
22353,mp-15660,,,
22354,mp-1018165,,,
22355,mp-1071422,,,
22356,mp-1213871,,,
22357,mp-865486,,,
22358,mp-643293,,,
22359,mp-9985,,,
22360,mp-1193707,,,
22361,mp-1185509,,,
22362,mp-19949,,,
22363,mp-1190591,,,
22364,mp-1192392,,,
22365,mp-22504,,,
22366,mp-2793,,,
22367,mp-1120758,,,
22368,mp-11025,,,
22369,mp-557577,,,
22370,mp-11192,,,
22371,mp-504970,,,
22372,mp-1096785,,,
22373,mp-762304,,,
22374,mp-1191256,,,
22375,mp-27250,,,
22376,mp-554155,,,
22377,mp-972456,,,
22378,mp-3286,,,
22379,mp-1194044,,,
22380,mp-865099,,,
22381,mp-1220219,,,
22382,mp-388,,,
22383,mp-1206022,,,
22384,mp-865379,,,
22385,mp-1189564,,,
22386,mp-29208,,,
22387,mp-1218981,,,
22388,mp-862973,,,
22389,mp-1215901,,,
22390,mp-1223929,,,
22391,mp-1228847,,,
22392,mp-1100411,,,
22393,mp-865021,,,
22394,mp-1019891,,,
22395,mp-1216345,,,
22396,mp-867151,,,
22397,mp-618309,,,
22398,mp-580797,,,
22399,mp-866005,,,
22400,mp-1197808,,,
22401,mp-977435,,,
22402,mp-1088,,,
22403,mp-16280,,,
22404,mp-5446,,,
22405,mp-631575,,,
22406,mp-1188256,,,
22407,mp-27947,,,
22408,mp-1190610,,,
22409,mp-672215,,,
22410,mp-9,,,
22411,mp-1227285,,,
22412,mp-1071127,,,
22413,mp-972965,,,
22414,mp-16453,,,
22415,mp-1069809,,,
22416,mp-516,,,
22417,mp-978815,,,
22418,mp-1120722,,,
22419,mp-30828,,,
22420,mp-1078294,,,
22421,mp-1944,,,
22422,mp-22919,,,
22423,mp-1078631,,,
22424,mp-2231,,,
22425,mp-1080526,,,
22426,mp-1183892,,,
22427,mp-549737,,,
22428,mp-733650,,,
22429,mp-1184769,,,
22430,mp-1025354,,,
22431,mp-1143,,,
22432,mp-7206,,,
22433,mp-7811,,,
22434,mp-1219179,,,
22435,mp-555850,,,
22436,mp-1187468,,,
22437,mp-1219170,,,
22438,mp-1195650,,,
22439,mp-16044,,,
22440,mp-1274,,,
22441,mp-558128,,,
22442,mp-865484,,,
22443,mp-640163,,,
22444,mp-22776,,,
22445,mp-9757,,,
22446,mp-10461,,,
22447,mp-980199,,,
22448,mp-1203235,,,
22449,mp-560561,,,
22450,mp-383,,,
22451,mp-1216444,,,
22452,mp-1185133,,,
22453,mp-10492,,,
22454,mp-1008986,,,
22455,mp-20773,,,
22456,mp-644203,,,
22457,mp-8446,,,
22458,mp-557955,,,
22459,mp-989190,,,
22460,mp-1078858,,,
22461,mp-12263,,,
22462,mp-7000,,,
22463,mp-29168,,,
22464,mp-1077471,,,
22465,mp-1224450,,,
22466,mp-867124,,,
22467,mp-754225,,,
22468,mp-614013,,,
22469,mp-568814,,,
22470,mp-1224949,,,
22471,mp-29035,,,
22472,mp-1103688,,,
22473,mp-1077808,,,
22474,mp-555513,,,
22475,mp-755883,,,
22476,mp-3430,,,
22477,mp-1025051,,,
22478,mvc-10374,,,
22479,mp-1112985,,,
22480,mp-867898,,,
22481,mp-637377,,,
22482,mp-1185514,,,
22483,mp-867127,,,
22484,mp-10932,,,
22485,mp-1004756,,,
22486,mp-755020,,,
22487,mp-6533,,,
22488,mp-754505,,,
22489,mp-1215524,,,
22490,mp-30566,,,
22491,mp-1184468,,,
22492,mp-559676,,,
22493,mp-1206184,,,
22494,mp-1225315,,,
22495,mp-24390,,,
22496,mp-29254,,,
22497,mp-866692,,,
22498,mp-1207087,,,
22499,mp-1513,,,
22500,mp-568887,,,
22501,mp-865026,,,
22502,mp-865530,,,
22503,mp-505569,,,
22504,mp-11917,,,
22505,mp-570258,,,
22506,mp-1220324,,,
22507,mp-27896,,,
22508,mp-1104347,,,
22509,mp-542737,,,
22510,mp-639751,,,
22511,mp-557320,,,
22512,mvc-9276,,,
22513,mp-14192,,,
22514,mp-1220272,,,
22515,mp-3642,,,
22516,mp-561584,,,
22517,mp-3581,,,
22518,mp-20337,,,
22519,mp-973906,,,
22520,mp-569126,,,
22521,mp-1206542,,,
22522,mp-1104046,,,
22523,mp-4194,,,
22524,mp-7060,,,
22525,mp-11430,,,
22526,mp-558688,,,
22527,mp-567999,,,
22528,mp-29621,,,
22529,mp-12094,,,
22530,mp-867243,,,
22531,mp-972640,,,
22532,mp-7192,,,
22533,mp-20162,,,
22534,mp-1185021,,,
22535,mp-556776,,,
22536,mp-20878,,,
22537,mp-1186339,,,
22538,mp-1077231,,,
22539,mp-567218,,,
22540,mp-3363,,,
22541,mp-1105466,,,
22542,mp-617247,,,
22543,mp-1018665,,,
22544,mp-547792,,,
22545,mp-30591,,,
22546,mp-8793,,,
22547,mp-865980,,,
22548,mp-552454,,,
22549,mp-1225560,,,
22550,mp-1178753,,,
22551,mp-1095637,,,
22552,mp-30472,,,
22553,mp-37888,,,
22554,mp-20225,,,
22555,mp-1219715,,,
22556,mp-1189061,,,
22557,mp-707395,,,
22558,mp-22075,,,
22559,mp-1001913,,,
22560,mp-9873,,,
22561,mp-10223,,,
22562,mp-6602,,,
22563,mp-5840,,,
22564,mp-753495,,,
22565,mp-14398,,,
22566,mp-989601,,,
22567,mp-1070147,,,
22568,mp-11282,,,
22569,mp-567435,,,
22570,mp-560845,,,
22571,mp-391,,,
22572,mp-20178,,,
22573,mp-30744,,,
22574,mp-921,,,
22575,mp-862925,,,
22576,mp-1220515,,,
22577,mp-543024,,,
22578,mp-7129,,,
22579,mp-973847,,,
22580,mp-1080098,,,
22581,mp-11090,,,
22582,mp-626981,,,
22583,mp-1077423,,,
22584,mp-551203,,,
22585,mp-1080122,,,
22586,mp-769201,,,
22587,mp-568476,,,
22588,mp-1216686,,,
22589,mp-1218888,,,
22590,mp-1215206,,,
22591,mp-1095468,,,
22592,mp-675011,,,
22593,mp-1218346,,,
22594,mp-581778,,,
22595,mp-979289,,,
22596,mp-8772,,,
22597,mp-20650,,,
22598,mp-1192590,,,
22599,mp-1025333,,,
22600,mp-1221577,,,
22601,mp-569360,,,
22602,mp-27361,,,
22603,mp-1213794,,,
22604,mp-1229000,,,
22605,mp-561367,,,
22606,mp-755363,,,
22607,mp-1224937,,,
22608,mp-1206466,,,
22609,mp-676303,,,
22610,mp-569478,,,
22611,mp-1008682,,,
22612,mp-1079984,,,
22613,mp-1025273,,,
22614,mp-30640,,,
22615,mp-20262,,,
22616,mp-976402,,,
22617,mp-20560,,,
22618,mp-1079940,,,
22619,mp-1183958,,,
22620,mp-1183398,,,
22621,mp-1216557,,,
22622,mp-30214,,,
22623,mp-1206028,,,
22624,mp-22071,,,
22625,mp-672266,,,
22626,mp-669361,,,
22627,mp-1952,,,
22628,mp-9235,,,
22629,mp-1068661,,,
22630,mp-554782,,,
22631,mp-638078,,,
22632,mp-505418,,,
22633,mp-972353,,,
22634,mp-648988,,,
22635,mp-1070,,,
22636,mp-1190354,,,
22637,mp-2194,,,
22638,mp-758221,,,
22639,mp-23465,,,
22640,mp-510099,,,
22641,mp-641621,,,
22642,mp-12487,,,
22643,mp-28722,,,
22644,mp-1182433,,,
22645,mp-569628,,,
22646,mp-558796,,,
22647,mp-559204,,,
22648,mp-864982,,,
22649,mp-862373,,,
22650,mp-1216249,,,
22651,mp-867785,,,
22652,mp-674984,,,
22653,mp-865712,,,
22654,mp-35208,,,
22655,mp-1183443,,,
22656,mp-1069,,,
22657,mp-28897,,,
22658,mp-28080,,,
22659,mp-1064282,,,
22660,mp-494,,,
22661,mp-1079715,,,
22662,mp-1024963,,,
22663,mp-4510,,,
22664,mp-1226637,,,
22665,mp-1181705,,,
22666,mp-1192446,,,
22667,mp-13798,,,
22668,mp-774873,,,
22669,mp-1106407,,,
22670,mp-755790,,,
22671,mp-703350,,,
22672,mp-30073,,,
22673,mp-1188030,,,
22674,mp-1206341,,,
22675,mp-1207780,,,
22676,mp-640566,,,
22677,mp-1183922,,,
22678,mp-1025503,,,
22679,mp-684958,,,
22680,mp-6858,,,
22681,mp-1009460,,,
22682,mp-1072191,,,
22683,mp-558669,,,
22684,mp-621612,,,
22685,mp-8093,,,
22686,mp-1186736,,,
22687,mp-1206153,,,
22688,mp-1183694,,,
22689,mp-672337,,,
22690,mp-981551,,,
22691,mp-542132,,,
22692,mp-1194253,,,
22693,mp-23055,,,
22694,mp-1019718,,,
22695,mp-1229041,,,
22696,mp-1252156,,,
22697,mp-863692,,,
22698,mp-294,,,
22699,mp-1183054,,,
22700,mp-697242,,,
22701,mp-1006132,,,
22702,mp-22916,,,
22703,mp-1014138,,,
22704,mp-1182310,,,
22705,mp-1079103,,,
22706,mp-638150,,,
22707,mp-4066,,,
22708,mp-642996,,,
22709,mp-29558,,,
22710,mp-10436,,,
22711,mp-1009130,,,
22712,mp-1079993,,,
22713,mp-3707,,,
22714,mp-1187691,,,
22715,mp-865381,,,
22716,mp-568656,,,
22717,mp-779690,,,
22718,mp-998911,,,
22719,mp-1095553,,,
22720,mp-1005850,,,
22721,mp-862995,,,
22722,mp-23949,,,
22723,mp-1186054,,,
22724,mp-1186354,,,
22725,mp-31101,,,
22726,mp-865671,,,
22727,mp-625179,,,
22728,mp-20291,,,
22729,mp-31203,,,
22730,mp-30528,,,
22731,mp-31142,,,
22732,mp-11815,,,
22733,mp-11207,,,
22734,mp-31417,,,
22735,mp-567200,,,
22736,mp-863742,,,
22737,mp-33031,,,
22738,mp-1192370,,,
22739,mp-13376,,,
22740,mp-1103999,,,
22741,mp-761931,,,
22742,mp-30985,,,
22743,mp-1226470,,,
22744,mp-7017,,,
22745,mp-1209856,,,
22746,mp-27637,,,
22747,mp-1186092,,,
22748,mp-541844,,,
22749,mp-1220326,,,
22750,mp-677413,,,
22751,mp-1079034,,,
22752,mp-684090,,,
22753,mp-1184183,,,
22754,mp-27175,,,
22755,mp-570062,,,
22756,mp-1186953,,,
22757,mp-28308,,,
22758,mp-9429,,,
22759,mp-1184851,,,
22760,mp-30473,,,
22761,mp-1221550,,,
22762,mp-1185217,,,
22763,mp-2191,,,
22764,mp-1079385,,,
22765,mp-1194206,,,
22766,mp-574025,,,
22767,mp-560665,,,
22768,mp-7826,,,
22769,mp-1645,,,
22770,mp-1103570,,,
22771,mp-928,,,
22772,mp-21560,,,
22773,mp-1224859,,,
22774,mp-1184953,,,
22775,mp-34903,,,
22776,mp-2011,,,
22777,mp-1221418,,,
22778,mp-1228831,,,
22779,mp-1226604,,,
22780,mp-1025934,,,
22781,mp-972767,,,
22782,mp-1239136,,,
22783,mp-20639,,,
22784,mp-1057437,,,
22785,mp-753181,,,
22786,mp-1961,,,
22787,mp-30787,,,
22788,mp-27252,,,
22789,mp-1216535,,,
22790,mp-1185065,,,
22791,mp-570896,,,
22792,mvc-6184,,,
22793,mp-1187271,,,
22794,mp-30965,,,
22795,mp-3603,,,
22796,mp-862953,,,
22797,mp-1020656,,,
22798,mp-1025545,,,
22799,mp-2789,,,
22800,mp-1104451,,,
22801,mp-1084828,,,
22802,mp-1071627,,,
22803,mp-989642,,,
22804,mp-11492,,,
22805,mp-1206815,,,
22806,mp-3281,,,
22807,mp-6778,,,
22808,mp-864644,,,
22809,mp-585,,,
22810,mp-1067281,,,
22811,mp-22453,,,
22812,mp-862951,,,
22813,mp-1190788,,,
22814,mp-1216633,,,
22815,mp-1225552,,,
22816,mp-1224354,,,
22817,mp-1078849,,,
22818,mp-22284,,,
22819,mp-573548,,,
22820,mp-1025122,,,
22821,mp-1183953,,,
22822,mp-14254,,,
22823,mp-605646,,,
22824,mp-1186173,,,
22825,mp-10838,,,
22826,mp-974757,,,
22827,mp-17605,,,
22828,mp-675180,,,
22829,mp-12983,,,
22830,mp-630836,,,
22831,mp-1208866,,,
22832,mp-8146,,,
22833,mp-1205558,,,
22834,mp-10796,,,
22835,mp-685145,,,
22836,mp-23421,,,
22837,mp-1552,,,
22838,mp-1186448,,,
22839,mp-27839,,,
22840,mp-10259,,,
22841,mp-8137,,,
22842,mp-1186883,,,
22843,mp-1013564,,,
22844,mp-6031,,,
22845,mp-17045,,,
22846,mp-12129,,,
22847,mp-17985,,,
22848,mp-11140,,,
22849,mp-23413,,,
22850,mp-1079337,,,
22851,mp-674942,,,
22852,mp-1066791,,,
22853,mp-11344,,,
22854,mp-2186,,,
22855,mp-2124,,,
22856,mp-7434,,,
22857,mp-695409,,,
22858,mp-1079882,,,
22859,mp-1106369,,,
22860,mp-1221591,,,
22861,mp-21214,,,
22862,mp-27826,,,
22863,mp-9527,,,
22864,mp-737,,,
22865,mp-1179566,,,
22866,mp-1095181,,,
22867,mp-989399,,,
22868,mp-1003,,,
22869,mp-975784,,,
22870,mp-20633,,,
22871,mp-1190803,,,
22872,mp-17865,,,
22873,mp-9201,,,
22874,mp-1215182,,,
22875,mp-1183929,,,
22876,mp-971751,,,
22877,mp-1224305,,,
22878,mp-662558,,,
22879,mp-1519,,,
22880,mp-754572,,,
22881,mp-22444,,,
22882,mp-14344,,,
22883,mp-8202,,,
22884,mp-604378,,,
22885,mp-634965,,,
22886,mp-1216619,,,
22887,mp-1007976,,,
22888,mp-555860,,,
22889,mp-11335,,,
22890,mp-1189967,,,
22891,mp-1077182,,,
22892,mp-1024964,,,
22893,mp-1106165,,,
22894,mp-1205358,,,
22895,mp-9227,,,
22896,mp-696797,,,
22897,mp-631421,,,
22898,mp-30292,,,
22899,mp-1111528,,,
22900,mp-21415,,,
22901,mp-541522,,,
22902,mp-31163,,,
22903,mp-1095338,,,
22904,mp-1223456,,,
22905,mp-1193078,,,
22906,mp-977367,,,
22907,mp-20781,,,
22908,mp-1191641,,,
22909,mp-1078898,,,
22910,mp-1079581,,,
22911,mp-1188109,,,
22912,mp-755901,,,
22913,mp-1078895,,,
22914,mp-863671,,,
22915,mp-865716,,,
22916,mp-22018,,,
22917,mp-28068,,,
22918,mp-1187276,,,
22919,mp-1219671,,,
22920,mp-21309,,,
22921,mp-977310,,,
22922,mp-1105499,,,
22923,mp-1181434,,,
22924,mp-632176,,,
22925,mp-865324,,,
22926,mp-6592,,,
22927,mp-1224384,,,
22928,mp-9225,,,
22929,mp-1192901,,,
22930,mp-571065,,,
22931,mp-17676,,,
22932,mp-29871,,,
22933,mp-3648,,,
22934,mp-1197469,,,
22935,mp-569894,,,
22936,mp-12712,,,
22937,mp-1205642,,,
22938,mp-7955,,,
22939,mp-568725,,,
22940,mp-1030131,,,
22941,mp-1227306,,,
22942,mp-31360,,,
22943,mp-5508,,,
22944,mp-20647,,,
22945,mp-1220391,,,
22946,mp-1189825,,,
22947,mp-974035,,,
22948,mp-1223650,,,
22949,mp-14455,,,
22950,mp-1189916,,,
22951,mp-1080612,,,
22952,mp-1187770,,,
22953,mp-6879,,,
22954,mp-865081,,,
22955,mp-1221746,,,
22956,mp-560625,,,
22957,mp-974558,,,
22958,mp-569558,,,
22959,mp-672241,,,
22960,mp-981379,,,
22961,mp-24241,,,
22962,mp-1224697,,,
22963,mp-867169,,,
22964,mp-977540,,,
22965,mp-1224222,,,
22966,mp-1009641,,,
22967,mp-1212637,,,
22968,mp-975296,,,
22969,mp-1008526,,,
22970,mp-752496,,,
22971,mp-555598,,,
22972,mp-1113588,,,
22973,mp-1078625,,,
22974,mp-769366,,,
22975,mp-8469,,,
22976,mp-28237,,,
22977,mp-1182195,,,
22978,mp-1222400,,,
22979,mp-561051,,,
22980,mp-561533,,,
22981,mp-632734,,,
22982,mp-1220168,,,
22983,mp-318,,,
22984,mp-1079718,,,
22985,mp-567199,,,
22986,mp-15567,,,
22987,mp-22133,,,
22988,mp-20471,,,
22989,mp-28792,,,
22990,mp-15013,,,
22991,mp-971804,,,
22992,mp-9463,,,
22993,mp-1224101,,,
22994,mp-1181717,,,
22995,mp-30260,,,
22996,mp-10953,,,
22997,mp-23255,,,
22998,mp-998198,,,
22999,mp-27439,,,
23000,mp-1024983,,,
23001,mp-974042,,,
23002,mp-1227444,,,
23003,mp-1185112,,,
23004,mp-1191157,,,
23005,mp-1079864,,,
23006,mp-3211,,,
23007,mp-213,,,
23008,mp-973738,,,
23009,mp-1217453,,,
23010,mp-1178161,,,
23011,mp-1086668,,,
23012,mp-16334,,,
23013,mp-610522,,,
23014,mp-1019316,,,
23015,mp-31412,,,
23016,mp-989406,,,
23017,mp-1147586,,,
23018,mp-976126,,,
23019,mp-1078259,,,
23020,mp-1205976,,,
23021,mp-1079552,,,
23022,mp-505212,,,
23023,mp-780255,,,
23024,mp-571642,,,
23025,mp-1226729,,,
23026,mp-675464,,,
23027,mp-30351,,,
23028,mp-1224294,,,
23029,mp-865490,,,
23030,mp-1025282,,,
23031,mp-975050,,,
23032,mp-560791,,,
23033,mp-1188254,,,
23034,mp-1105178,,,
23035,mp-8275,,,
23036,mp-1187466,,,
23037,mp-672653,,,
23038,mp-1226506,,,
23039,mp-1185148,,,
23040,mp-1095460,,,
23041,mp-1251,,,
23042,mp-21847,,,
23043,mp-1220109,,,
23044,mp-1111890,,,
23045,mp-1105153,,,
23046,mp-972323,,,
23047,mp-722912,,,
23048,mp-984702,,,
23049,mp-1226584,,,
23050,mp-1065995,,,
23051,mp-17370,,,
23052,mp-16163,,,
23053,mp-1217265,,,
23054,mp-3108,,,
23055,mp-19754,,,
23056,mp-571069,,,
23057,mp-540772,,,
23058,mp-28400,,,
23059,mp-567722,,,
23060,mp-2686,,,
23061,mp-27211,,,
23062,mp-1232422,,,
23063,mp-14091,,,
23064,mp-867353,,,
23065,mp-1078005,,,
23066,mp-1025575,,,
23067,mp-864960,,,
23068,mp-1105883,,,
23069,mp-1216555,,,
23070,mp-545529,,,
23071,mp-8324,,,
23072,mp-1219997,,,
23073,mp-9890,,,
23074,mp-19868,,,
23075,mp-1188470,,,
23076,mp-697540,,,
23077,mp-1187554,,,
23078,mp-864642,,,
23079,mp-1224067,,,
23080,mp-972084,,,
23081,mp-1483,,,
23082,mp-30443,,,
23083,mp-977582,,,
23084,mp-1184651,,,
23085,mp-5416,,,
23086,mp-1184758,,,
23087,mp-4371,,,
23088,mp-1186085,,,
23089,mp-1095641,,,
23090,mp-1013535,,,
23091,mp-1215935,,,
23092,mp-559513,,,
23093,mp-21392,,,
23094,mp-1192662,,,
23095,mp-18051,,,
23096,mp-1078677,,,
23097,mp-981233,,,
23098,mp-602268,,,
23099,mp-1186774,,,
23100,mp-12457,,,
23101,mp-10694,,,
23102,mp-1192994,,,
23103,mp-1183277,,,
23104,mp-568539,,,
23105,mp-1223722,,,
23106,mp-976257,,,
23107,mp-1025508,,,
23108,mp-14088,,,
23109,mp-755311,,,
23110,mp-1187153,,,
23111,mp-28692,,,
23112,mp-556005,,,
23113,mp-1188007,,,
23114,mp-1027,,,
23115,mp-16964,,,
23116,mp-559727,,,
23117,mp-6305,,,
23118,mp-29068,,,
23119,mp-611623,,,
23120,mp-1025170,,,
23121,mp-1187588,,,
23122,mp-1216581,,,
23123,mp-631502,,,
23124,mp-1215709,,,
23125,mp-1078155,,,
23126,mp-1112173,,,
23127,mp-569567,,,
23128,mp-1207088,,,
23129,mp-27640,,,
23130,mp-977128,,,
23131,mp-5000,,,
23132,mp-9899,,,
23133,mp-866229,,,
23134,mp-9437,,,
23135,mp-22817,,,
23136,mp-1189923,,,
23137,mp-1187359,,,
23138,mp-19724,,,
23139,mp-569484,,,
23140,mp-723043,,,
23141,mp-21137,,,
23142,mp-1216459,,,
23143,mp-1227998,,,
23144,mp-607139,,,
23145,mp-973954,,,
23146,mp-20880,,,
23147,mp-27394,,,
23148,mp-29447,,,
23149,mp-1186806,,,
23150,mp-1187544,,,
23151,mp-752451,,,
23152,mp-1215740,,,
23153,mp-1105780,,,
23154,mp-557832,,,
23155,mp-1187479,,,
23156,mp-1184483,,,
23157,mp-981367,,,
23158,mp-1219220,,,
23159,mp-977382,,,
23160,mp-976133,,,
23161,mp-1217278,,,
23162,mvc-11235,,,
23163,mp-561973,,,
23164,mp-9851,,,
23165,mp-570113,,,
23166,mp-1210597,,,
23167,mp-30779,,,
23168,mp-28014,,,
23169,mp-540795,,,
23170,mp-13938,,,
23171,mp-1206533,,,
23172,mp-557251,,,
23173,mp-570054,,,
23174,mp-1186977,,,
23175,mp-1078607,,,
23176,mp-27699,,,
23177,mp-1220356,,,
23178,mp-8761,,,
23179,mp-13139,,,
23180,mp-18591,,,
23181,mp-1071876,,,
23182,mp-1025926,,,
23183,mp-972808,,,
23184,mp-981749,,,
23185,mp-30147,,,
23186,mp-1190638,,,
23187,mp-989520,,,
23188,mp-1189729,,,
23189,mp-961677,,,
23190,mp-865211,,,
23191,mp-1104358,,,
23192,mp-13135,,,
23193,mp-1079066,,,
23194,mp-1187656,,,
23195,mp-975838,,,
23196,mp-20350,,,
23197,mp-558953,,,
23198,mp-17024,,,
23199,mp-1193821,,,
23200,mp-20277,,,
23201,mp-559554,,,
23202,mp-867224,,,
23203,mp-17911,,,
23204,mp-1184095,,,
23205,mp-1078392,,,
23206,mp-867218,,,
23207,mp-5529,,,
23208,mp-1220367,,,
23209,mp-21373,,,
23210,mp-626778,,,
23211,mp-1194989,,,
23212,mp-1186705,,,
23213,mp-1019272,,,
23214,mp-758662,,,
23215,mp-3354,,,
23216,mp-1186361,,,
23217,mp-1187684,,,
23218,mp-1183304,,,
23219,mp-31184,,,
23220,mp-1183067,,,
23221,mp-695506,,,
23222,mp-28627,,,
23223,mp-1028710,,,
23224,mp-17273,,,
23225,mp-1183768,,,
23226,mp-24348,,,
23227,mp-636240,,,
23228,mp-11846,,,
23229,mp-1226493,,,
23230,mp-1187706,,,
23231,mp-10004,,,
23232,mp-1190450,,,
23233,mp-613314,,,
23234,mp-28289,,,
23235,mp-1079146,,,
23236,mp-556918,,,
23237,mp-21451,,,
23238,mp-1184655,,,
23239,mp-540812,,,
23240,mp-24674,,,
23241,mp-31436,,,
23242,mp-1103346,,,
